,index,vehicle_id,p_start,p_temp,p_end,pre_routes,freq,label,regions
1943,1131445,100000288,"(106.712, 10.8097)","(106.712, 10.81)","(106.712, 10.8103)","('quốc_lộ_13', 'quốc_lộ_13', 'quốc_lộ_13')",220,False,"('phường_26_quận_bình_thạnh', 'phường_26_quận_bình_thạnh', 'phường_26_quận_bình_thạnh')"
1944,1131456,100000288,"(106.712, 10.8097)","(106.712, 10.81)","(106.713, 10.8194)","('quốc_lộ_13', 'quốc_lộ_13', 'cầu_bình_triệu_(đinh_bộ_lĩnh)')",132,False,"('phường_26_quận_bình_thạnh', 'phường_26_quận_bình_thạnh', 'phường_26_quận_bình_thạnh')"
1945,1131900,100000297,"(106.619, 10.7257)","(106.62, 10.7261)","(106.62100000000001, 10.7266)","('võ_văn_kiệt', 'võ_văn_kiệt', 'võ_văn_kiệt')",149270,False,"('phường_an_lạc_quận_8', 'phường_an_lạc_quận_8', 'phường_16_quận_8')"
1946,1131971,100000297,"(106.619, 10.7257)","(106.62, 10.7261)","(106.698, 10.7637)","('võ_văn_kiệt', 'võ_văn_kiệt', 'nguyễn_thái_học')",23652,False,"('phường_an_lạc_quận_8', 'phường_an_lạc_quận_8', 'phường_6_quận_4')"
1947,1131977,100000297,"(106.619, 10.7257)","(106.62, 10.7261)","(106.696, 10.7675)","('võ_văn_kiệt', 'võ_văn_kiệt', 'lê_thị_hồng_gấm')",2628,False,"('phường_an_lạc_quận_8', 'phường_an_lạc_quận_8', 'phường_cầu_ông_lãnh_quận_1')"
1948,1131979,100000297,"(106.619, 10.7257)","(106.62, 10.7261)","(106.696, 10.767999999999999)","('võ_văn_kiệt', 'võ_văn_kiệt', 'trần_hưng_đạo')",2628,False,"('phường_an_lạc_quận_8', 'phường_an_lạc_quận_8', 'phường_cầu_ông_lãnh_quận_1')"
1949,1131982,100000297,"(106.619, 10.7257)","(106.62, 10.7261)","(106.694, 10.7691)","('võ_văn_kiệt', 'võ_văn_kiệt', 'phạm_ngũ_lão')",23652,False,"('phường_an_lạc_quận_8', 'phường_an_lạc_quận_8', 'phường_phạm_ngũ_lão_quận_1')"
1950,1131991,100000297,"(106.619, 10.7257)","(106.62, 10.7261)","(106.69, 10.7682)","('võ_văn_kiệt', 'võ_văn_kiệt', 'đỗ_quang_đẩu')",2628,False,"('phường_an_lạc_quận_8', 'phường_an_lạc_quận_8', 'phường_phạm_ngũ_lão_quận_1')"
1951,1131992,100000297,"(106.619, 10.7257)","(106.62, 10.7261)","(106.69, 10.7686)","('võ_văn_kiệt', 'võ_văn_kiệt', 'lê_lai')",2628,False,"('phường_an_lạc_quận_8', 'phường_an_lạc_quận_8', 'phường_phạm_ngũ_lão_quận_1')"
1952,1131993,100000297,"(106.619, 10.7257)","(106.62, 10.7261)","(106.69, 10.769)","('võ_văn_kiệt', 'võ_văn_kiệt', 'tôn_thất_tùng')",13140,False,"('phường_an_lạc_quận_8', 'phường_an_lạc_quận_8', 'phường_phạm_ngũ_lão_quận_1')"
1953,1136400,100000297,"(106.619, 10.7257)","(106.698, 10.7637)","(106.698, 10.7641)","('võ_văn_kiệt', 'nguyễn_thái_học', 'nguyễn_thái_học')",2628,False,"('phường_an_lạc_quận_8', 'phường_6_quận_4', 'phường_6_quận_4')"
1954,1136405,100000297,"(106.619, 10.7257)","(106.698, 10.7637)","(106.696, 10.7675)","('võ_văn_kiệt', 'nguyễn_thái_học', 'lê_thị_hồng_gấm')",438,False,"('phường_an_lạc_quận_8', 'phường_6_quận_4', 'phường_cầu_ông_lãnh_quận_1')"
1955,1136407,100000297,"(106.619, 10.7257)","(106.698, 10.7637)","(106.696, 10.767999999999999)","('võ_văn_kiệt', 'nguyễn_thái_học', 'trần_hưng_đạo')",511,False,"('phường_an_lạc_quận_8', 'phường_6_quận_4', 'phường_cầu_ông_lãnh_quận_1')"
1956,1136410,100000297,"(106.619, 10.7257)","(106.698, 10.7637)","(106.694, 10.7691)","('võ_văn_kiệt', 'nguyễn_thái_học', 'phạm_ngũ_lão')",5913,False,"('phường_an_lạc_quận_8', 'phường_6_quận_4', 'phường_phạm_ngũ_lão_quận_1')"
1957,1136419,100000297,"(106.619, 10.7257)","(106.698, 10.7637)","(106.69, 10.7682)","('võ_văn_kiệt', 'nguyễn_thái_học', 'đỗ_quang_đẩu')",657,False,"('phường_an_lạc_quận_8', 'phường_6_quận_4', 'phường_phạm_ngũ_lão_quận_1')"
1958,1136420,100000297,"(106.619, 10.7257)","(106.698, 10.7637)","(106.69, 10.7686)","('võ_văn_kiệt', 'nguyễn_thái_học', 'lê_lai')",657,False,"('phường_an_lạc_quận_8', 'phường_6_quận_4', 'phường_phạm_ngũ_lão_quận_1')"
1959,1136421,100000297,"(106.619, 10.7257)","(106.698, 10.7637)","(106.69, 10.769)","('võ_văn_kiệt', 'nguyễn_thái_học', 'tôn_thất_tùng')",3285,False,"('phường_an_lạc_quận_8', 'phường_6_quận_4', 'phường_phạm_ngũ_lão_quận_1')"
1960,1136541,100000297,"(106.619, 10.7257)","(106.696, 10.7675)","(106.696, 10.7678)","('võ_văn_kiệt', 'lê_thị_hồng_gấm', 'nguyễn_thái_học')",219,False,"('phường_an_lạc_quận_8', 'phường_cầu_ông_lãnh_quận_1', 'phường_cầu_ông_lãnh_quận_1')"
1961,1136545,100000297,"(106.619, 10.7257)","(106.696, 10.7675)","(106.694, 10.7691)","('võ_văn_kiệt', 'lê_thị_hồng_gấm', 'phạm_ngũ_lão')",657,False,"('phường_an_lạc_quận_8', 'phường_cầu_ông_lãnh_quận_1', 'phường_phạm_ngũ_lão_quận_1')"
1962,1136555,100000297,"(106.619, 10.7257)","(106.696, 10.7675)","(106.69, 10.7686)","('võ_văn_kiệt', 'lê_thị_hồng_gấm', 'lê_lai')",203,False,"('phường_an_lạc_quận_8', 'phường_cầu_ông_lãnh_quận_1', 'phường_phạm_ngũ_lão_quận_1')"
1963,1136556,100000297,"(106.619, 10.7257)","(106.696, 10.7675)","(106.69, 10.769)","('võ_văn_kiệt', 'lê_thị_hồng_gấm', 'tôn_thất_tùng')",365,False,"('phường_an_lạc_quận_8', 'phường_cầu_ông_lãnh_quận_1', 'phường_phạm_ngũ_lão_quận_1')"
1964,1136580,100000297,"(106.619, 10.7257)","(106.696, 10.767999999999999)","(106.695, 10.7686)","('võ_văn_kiệt', 'trần_hưng_đạo', 'nguyễn_thái_học')",146,False,"('phường_an_lạc_quận_8', 'phường_cầu_ông_lãnh_quận_1', 'phường_phạm_ngũ_lão_quận_1')"
1965,1136582,100000297,"(106.619, 10.7257)","(106.696, 10.767999999999999)","(106.694, 10.7691)","('võ_văn_kiệt', 'trần_hưng_đạo', 'phạm_ngũ_lão')",657,False,"('phường_an_lạc_quận_8', 'phường_cầu_ông_lãnh_quận_1', 'phường_phạm_ngũ_lão_quận_1')"
1966,1136593,100000297,"(106.619, 10.7257)","(106.696, 10.767999999999999)","(106.69, 10.769)","('võ_văn_kiệt', 'trần_hưng_đạo', 'tôn_thất_tùng')",365,False,"('phường_an_lạc_quận_8', 'phường_cầu_ông_lãnh_quận_1', 'phường_phạm_ngũ_lão_quận_1')"
1967,1136631,100000297,"(106.619, 10.7257)","(106.694, 10.7691)","(106.694, 10.7688)","('võ_văn_kiệt', 'phạm_ngũ_lão', 'phạm_ngũ_lão')",2628,False,"('phường_an_lạc_quận_8', 'phường_phạm_ngũ_lão_quận_1', 'phường_phạm_ngũ_lão_quận_1')"
1968,1136639,100000297,"(106.619, 10.7257)","(106.694, 10.7691)","(106.69, 10.7682)","('võ_văn_kiệt', 'phạm_ngũ_lão', 'đỗ_quang_đẩu')",657,False,"('phường_an_lạc_quận_8', 'phường_phạm_ngũ_lão_quận_1', 'phường_phạm_ngũ_lão_quận_1')"
1969,1136640,100000297,"(106.619, 10.7257)","(106.694, 10.7691)","(106.69, 10.7686)","('võ_văn_kiệt', 'phạm_ngũ_lão', 'lê_lai')",657,False,"('phường_an_lạc_quận_8', 'phường_phạm_ngũ_lão_quận_1', 'phường_phạm_ngũ_lão_quận_1')"
1970,1136641,100000297,"(106.619, 10.7257)","(106.694, 10.7691)","(106.69, 10.769)","('võ_văn_kiệt', 'phạm_ngũ_lão', 'tôn_thất_tùng')",3285,False,"('phường_an_lạc_quận_8', 'phường_phạm_ngũ_lão_quận_1', 'phường_phạm_ngũ_lão_quận_1')"
1971,1136731,100000297,"(106.619, 10.7257)","(106.69, 10.7682)","(106.69, 10.769)","('võ_văn_kiệt', 'đỗ_quang_đẩu', 'tôn_thất_tùng')",365,False,"('phường_an_lạc_quận_8', 'phường_phạm_ngũ_lão_quận_1', 'phường_phạm_ngũ_lão_quận_1')"
1972,1136736,100000297,"(106.619, 10.7257)","(106.69, 10.7686)","(106.69, 10.769)","('võ_văn_kiệt', 'lê_lai', 'tôn_thất_tùng')",365,False,"('phường_an_lạc_quận_8', 'phường_phạm_ngũ_lão_quận_1', 'phường_phạm_ngũ_lão_quận_1')"
1973,1136741,100000297,"(106.619, 10.7257)","(106.69, 10.769)","(106.689, 10.769)","('võ_văn_kiệt', 'tôn_thất_tùng', 'tôn_thất_tùng')",730,False,"('phường_an_lạc_quận_8', 'phường_phạm_ngũ_lão_quận_1', 'phường_phạm_ngũ_lão_quận_1')"
1974,1290684,100000297,"(106.698, 10.7637)","(106.698, 10.7641)","(106.694, 10.7691)","('nguyễn_thái_học', 'nguyễn_thái_học', 'phạm_ngũ_lão')",324,False,"('phường_6_quận_4', 'phường_6_quận_4', 'phường_phạm_ngũ_lão_quận_1')"
1975,1290695,100000297,"(106.698, 10.7637)","(106.698, 10.7641)","(106.69, 10.769)","('nguyễn_thái_học', 'nguyễn_thái_học', 'tôn_thất_tùng')",180,False,"('phường_6_quận_4', 'phường_6_quận_4', 'phường_phạm_ngũ_lão_quận_1')"
1976,1290880,100000297,"(106.698, 10.7637)","(106.694, 10.7691)","(106.694, 10.7688)","('nguyễn_thái_học', 'phạm_ngũ_lão', 'phạm_ngũ_lão')",324,False,"('phường_6_quận_4', 'phường_phạm_ngũ_lão_quận_1', 'phường_phạm_ngũ_lão_quận_1')"
1977,1290890,100000297,"(106.698, 10.7637)","(106.694, 10.7691)","(106.69, 10.769)","('nguyễn_thái_học', 'phạm_ngũ_lão', 'tôn_thất_tùng')",405,False,"('phường_6_quận_4', 'phường_phạm_ngũ_lão_quận_1', 'phường_phạm_ngũ_lão_quận_1')"
1978,1292301,100000297,"(106.696, 10.7675)","(106.696, 10.767999999999999)","(106.69, 10.7686)","('lê_thị_hồng_gấm', 'trần_hưng_đạo', 'lê_lai')",131,False,"('phường_cầu_ông_lãnh_quận_1', 'phường_cầu_ông_lãnh_quận_1', 'phường_phạm_ngũ_lão_quận_1')"
1979,1293049,100000297,"(106.694, 10.7691)","(106.694, 10.7688)","(106.69, 10.769)","('phạm_ngũ_lão', 'phạm_ngũ_lão', 'tôn_thất_tùng')",180,False,"('phường_phạm_ngũ_lão_quận_1', 'phường_phạm_ngũ_lão_quận_1', 'phường_phạm_ngũ_lão_quận_1')"
1980,1293805,100000299,"(106.65799999999999, 10.7378)","(106.654, 10.7396)","(106.656, 10.7427)","('empty', 'phạm_thế_hiển', 'tùng_thiện_vương')",112,False,"('phường_5_quận_8', 'phường_6_quận_8', 'phường_12_quận_8')"
1981,1293848,100000299,"(106.65799999999999, 10.7378)","(106.654, 10.7396)","(106.669, 10.7605)","('empty', 'phạm_thế_hiển', 'nguyễn_tri_phương')",104,False,"('phường_5_quận_8', 'phường_6_quận_8', 'phường_4_quận_10')"
1982,1294796,100000299,"(106.65799999999999, 10.7378)","(106.656, 10.7427)","(106.656, 10.7435)","('empty', 'tùng_thiện_vương', 'tùng_thiện_vương')",364,False,"('phường_5_quận_8', 'phường_12_quận_8', 'phường_12_quận_8')"
1983,1294810,100000299,"(106.65799999999999, 10.7378)","(106.656, 10.7427)","(106.661, 10.748)","('empty', 'tùng_thiện_vương', 'cầu_chà_và')",168,False,"('phường_5_quận_8', 'phường_12_quận_8', 'phường_10_quận_5')"
1984,1294815,100000299,"(106.65799999999999, 10.7378)","(106.656, 10.7427)","(106.661, 10.7511)","('empty', 'tùng_thiện_vương', 'triệu_quang_phục')",280,False,"('phường_5_quận_8', 'phường_12_quận_8', 'phường_10_quận_5')"
1985,1294822,100000299,"(106.65799999999999, 10.7378)","(106.656, 10.7427)","(106.663, 10.7538)","('empty', 'tùng_thiện_vương', 'phù_đổng_thiên_vương')",112,False,"('phường_5_quận_8', 'phường_12_quận_8', 'phường_11_quận_5')"
1986,1294824,100000299,"(106.65799999999999, 10.7378)","(106.656, 10.7427)","(106.663, 10.7551)","('empty', 'tùng_thiện_vương', 'mạc_thiên_tích')",224,False,"('phường_5_quận_8', 'phường_12_quận_8', 'phường_11_quận_5')"
1987,1294828,100000299,"(106.65799999999999, 10.7378)","(106.656, 10.7427)","(106.666, 10.755999999999998)","('empty', 'tùng_thiện_vương', 'hồng_bàng')",112,False,"('phường_5_quận_8', 'phường_12_quận_8', 'phường_11_quận_5')"
1988,1294830,100000299,"(106.65799999999999, 10.7378)","(106.656, 10.7427)","(106.666, 10.7562)","('empty', 'tùng_thiện_vương', 'ngô_quyền')",112,False,"('phường_5_quận_8', 'phường_12_quận_8', 'phường_9_quận_5')"
1989,1294832,100000299,"(106.65799999999999, 10.7378)","(106.656, 10.7427)","(106.667, 10.7568)","('empty', 'tùng_thiện_vương', 'ngô_gia_tự')",280,False,"('phường_5_quận_8', 'phường_12_quận_8', 'phường_9_quận_5')"
1990,1294838,100000299,"(106.65799999999999, 10.7378)","(106.656, 10.7427)","(106.669, 10.7605)","('empty', 'tùng_thiện_vương', 'nguyễn_tri_phương')",728,False,"('phường_5_quận_8', 'phường_12_quận_8', 'phường_4_quận_10')"
1991,1294852,100000299,"(106.65799999999999, 10.7378)","(106.656, 10.7427)","(106.667, 10.7679)","('empty', 'tùng_thiện_vương', 'thành_thái')",392,False,"('phường_5_quận_8', 'phường_12_quận_8', 'phường_8_quận_10')"
1992,1294859,100000299,"(106.65799999999999, 10.7378)","(106.656, 10.7427)","(106.666, 10.7718)","('empty', 'tùng_thiện_vương', 'hẻm_58_thành_thái')",112,False,"('phường_5_quận_8', 'phường_12_quận_8', 'phường_12_quận_10')"
1993,1294862,100000299,"(106.65799999999999, 10.7378)","(106.656, 10.7427)","(106.667, 10.7722)","('empty', 'tùng_thiện_vương', 'hẻm_449_sư_vạn_hạnh')",280,False,"('phường_5_quận_8', 'phường_12_quận_8', 'phường_12_quận_10')"
1994,1294866,100000299,"(106.65799999999999, 10.7378)","(106.656, 10.7427)","(106.669, 10.7733)","('empty', 'tùng_thiện_vương', 'sư_vạn_hạnh')",280,False,"('phường_5_quận_8', 'phường_12_quận_8', 'phường_12_quận_10')"
1995,1294867,100000299,"(106.65799999999999, 10.7378)","(106.656, 10.7427)","(106.66799999999999, 10.7733)","('empty', 'tùng_thiện_vương', 'sidewalk_inside_pham_ngoc_thach_university')",392,False,"('phường_5_quận_8', 'phường_12_quận_8', 'phường_12_quận_10')"
1996,1294879,100000299,"(106.65799999999999, 10.7378)","(106.656, 10.7427)","(106.66799999999999, 10.7723)","('empty', 'tùng_thiện_vương', 'hẻm_407/42_sư_vạn_hạnh')",112,False,"('phường_5_quận_8', 'phường_12_quận_8', 'phường_12_quận_10')"
1997,1295899,100000299,"(106.65799999999999, 10.7378)","(106.661, 10.747)","(106.661, 10.7506)","('empty', 'bến_xóm_củi', 'hải_thượng_lãn_ông')",112,False,"('phường_5_quận_8', 'phường_11_quận_8', 'phường_10_quận_5')"
1998,1295993,100000299,"(106.65799999999999, 10.7378)","(106.661, 10.748)","(106.669, 10.7605)","('empty', 'cầu_chà_và', 'nguyễn_tri_phương')",156,False,"('phường_5_quận_8', 'phường_10_quận_5', 'phường_4_quận_10')"
1999,1296322,100000299,"(106.65799999999999, 10.7378)","(106.661, 10.7511)","(106.667, 10.7568)","('empty', 'triệu_quang_phục', 'ngô_gia_tự')",100,False,"('phường_5_quận_8', 'phường_10_quận_5', 'phường_9_quận_5')"
2000,1296328,100000299,"(106.65799999999999, 10.7378)","(106.661, 10.7511)","(106.669, 10.7605)","('empty', 'triệu_quang_phục', 'nguyễn_tri_phương')",265,False,"('phường_5_quận_8', 'phường_10_quận_5', 'phường_4_quận_10')"
2001,1296342,100000299,"(106.65799999999999, 10.7378)","(106.661, 10.7511)","(106.667, 10.7679)","('empty', 'triệu_quang_phục', 'thành_thái')",140,False,"('phường_5_quận_8', 'phường_10_quận_5', 'phường_8_quận_10')"
2002,1296352,100000299,"(106.65799999999999, 10.7378)","(106.661, 10.7511)","(106.667, 10.7722)","('empty', 'triệu_quang_phục', 'hẻm_449_sư_vạn_hạnh')",100,False,"('phường_5_quận_8', 'phường_10_quận_5', 'phường_12_quận_10')"
2003,1296356,100000299,"(106.65799999999999, 10.7378)","(106.661, 10.7511)","(106.669, 10.7733)","('empty', 'triệu_quang_phục', 'sư_vạn_hạnh')",100,False,"('phường_5_quận_8', 'phường_10_quận_5', 'phường_12_quận_10')"
2004,1296357,100000299,"(106.65799999999999, 10.7378)","(106.661, 10.7511)","(106.66799999999999, 10.7733)","('empty', 'triệu_quang_phục', 'sidewalk_inside_pham_ngoc_thach_university')",140,False,"('phường_5_quận_8', 'phường_10_quận_5', 'phường_12_quận_10')"
2005,1296755,100000299,"(106.65799999999999, 10.7378)","(106.663, 10.7538)","(106.669, 10.7605)","('empty', 'phù_đổng_thiên_vương', 'nguyễn_tri_phương')",104,False,"('phường_5_quận_8', 'phường_11_quận_5', 'phường_4_quận_10')"
2006,1296868,100000299,"(106.65799999999999, 10.7378)","(106.663, 10.7551)","(106.669, 10.7605)","('empty', 'mạc_thiên_tích', 'nguyễn_tri_phương')",208,False,"('phường_5_quận_8', 'phường_11_quận_5', 'phường_4_quận_10')"
2007,1296882,100000299,"(106.65799999999999, 10.7378)","(106.663, 10.7551)","(106.667, 10.7679)","('empty', 'mạc_thiên_tích', 'thành_thái')",112,False,"('phường_5_quận_8', 'phường_11_quận_5', 'phường_8_quận_10')"
2008,1296897,100000299,"(106.65799999999999, 10.7378)","(106.663, 10.7551)","(106.66799999999999, 10.7733)","('empty', 'mạc_thiên_tích', 'sidewalk_inside_pham_ngoc_thach_university')",112,False,"('phường_5_quận_8', 'phường_11_quận_5', 'phường_12_quận_10')"
2009,1297183,100000299,"(106.65799999999999, 10.7378)","(106.666, 10.7562)","(106.669, 10.7605)","('empty', 'ngô_quyền', 'nguyễn_tri_phương')",109,False,"('phường_5_quận_8', 'phường_9_quận_5', 'phường_4_quận_10')"
2010,1297294,100000299,"(106.65799999999999, 10.7378)","(106.667, 10.7568)","(106.667, 10.7679)","('empty', 'ngô_gia_tự', 'thành_thái')",140,False,"('phường_5_quận_8', 'phường_9_quận_5', 'phường_8_quận_10')"
2011,1297304,100000299,"(106.65799999999999, 10.7378)","(106.667, 10.7568)","(106.667, 10.7722)","('empty', 'ngô_gia_tự', 'hẻm_449_sư_vạn_hạnh')",100,False,"('phường_5_quận_8', 'phường_9_quận_5', 'phường_12_quận_10')"
2012,1297308,100000299,"(106.65799999999999, 10.7378)","(106.667, 10.7568)","(106.669, 10.7733)","('empty', 'ngô_gia_tự', 'sư_vạn_hạnh')",100,False,"('phường_5_quận_8', 'phường_9_quận_5', 'phường_12_quận_10')"
2013,1297309,100000299,"(106.65799999999999, 10.7378)","(106.667, 10.7568)","(106.66799999999999, 10.7733)","('empty', 'ngô_gia_tự', 'sidewalk_inside_pham_ngoc_thach_university')",140,False,"('phường_5_quận_8', 'phường_9_quận_5', 'phường_12_quận_10')"
2014,1297561,100000299,"(106.65799999999999, 10.7378)","(106.669, 10.7605)","(106.667, 10.7679)","('empty', 'nguyễn_tri_phương', 'thành_thái')",460,False,"('phường_5_quận_8', 'phường_4_quận_10', 'phường_8_quận_10')"
2015,1297568,100000299,"(106.65799999999999, 10.7378)","(106.669, 10.7605)","(106.666, 10.7718)","('empty', 'nguyễn_tri_phương', 'hẻm_58_thành_thái')",104,False,"('phường_5_quận_8', 'phường_4_quận_10', 'phường_12_quận_10')"
